Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
32,8,3.5,1,1.8,2,0,0,0,0,0,0
28,3,3.75,2,1.6,3,0,0,0,0,1,1
33,6,4.08,2,1.67,2,214,0,0,0,0,0
46,20,5.75,3,2.1,1,0,0,0,0,0,0
52,27,7.83,1,2.8,2,333,0,0,0,1,0
60,35,1.5,1,1.5,2,0,0,0,0,1,1
59,35,0.67,4,0.7,1,91,0,1,0,0,0
57,32,4.58,4,2.1,1,108,0,0,0,1,0
46,20,7.08,2,0.4,3,0,0,0,0,0,0
25,1,5.17,4,0.0,1,229,0,0,0,1,0
53,23,5.42,4,2.0,3,0,0,0,0,1,0
38,12,11.5,2,0.0,1,0,0,1,0,1,0
63,38,8.58,1,2.5,1,0,0,0,0,1,0
44,19,8.25,3,3.5,3,357,1,0,0,0,0
50,24,12.67,1,7.3,1,0,0,0,0,1,0
28,3,2.08,2,0.9,3,140,0,0,0,1,0
27,3,8.17,2,2.5,1,361,0,1,1,1,1
52,27,3.25,2,0.7,2,166,0,0,0,1,0
50,25,3.33,1,1.3,2,0,0,0,0,1,1
39,13,4.83,3,2.1,1,169,0,0,0,1,0
50,26,16.0,2,1.8,3,301,1,0,1,1,1
60,34,5.17,1,0.8,2,0,0,0,0,0,0
30,5,5.75,1,0.8,2,0,0,1,0,1,0
31,5,3.33,4,1.3,3,170,0,0,0,0,0
39,15,5.08,2,0.6,3,127,0,0,0,0,0
29,3,2.5,4,0.3,2,157,0,0,0,0,0
54,29,2.42,1,1.5,2,97,0,0,0,1,0
35,8,3.42,2,1.0,2,0,0,0,0,1,1
27,3,9.83,1,3.3,2,0,1,0,0,1,0
45,20,9.08,1,7.0,1,366,0,0,0,1,0
58,33,10.17,4,0.2,2,0,1,0,1,1,0
62,37,4.17,3,1.5,1,169,0,0,0,1,0
28,4,3.58,3,0.1,2,0,0,0,0,1,0
32,7,9.0,1,4.6,1,0,0,1,0,0,0
29,4,9.17,4,2.5,3,0,1,0,0,0,0
41,17,1.67,1,1.4,3,0,0,0,0,1,0
61,35,9.33,4,1.7,3,0,0,0,0,0,1
56,32,2.08,1,0.1,2,136,0,0,0,1,0
37,12,3.5,3,0.7,2,0,0,0,0,1,1
60,34,2.42,2,0.3,1,0,0,0,0,1,0
49,23,7.0,3,2.1,1,134,0,1,0,1,0
43,17,6.75,4,2.6,3,0,0,1,0,1,0
53,28,4.58,4,0.9,1,119,0,0,0,1,1
35,11,3.33,1,2.4,2,0,0,1,0,1,0
56,30,12.08,4,5.7,2,0,1,0,1,1,1
41,16,14.58,2,1.1,3,0,1,0,0,1,0
36,6,6.5,4,1.8,3,163,0,0,0,0,0
56,32,4.25,4,1.5,1,0,0,0,0,0,0
64,34,4.17,4,1.67,3,0,0,0,0,1,0
51,27,1.75,3,0.4,1,0,0,0,0,1,0
49,24,6.58,1,0.2,2,83,0,0,0,1,1
43,18,7.0,1,4.0,3,0,0,0,0,0,0
51,26,2.83,4,0.4,2,0,0,0,0,0,0
55,31,6.08,4,1.6,2,0,0,0,0,0,0
62,37,7.5,3,0.5,1,0,0,0,0,1,0
35,10,1.92,4,0.2,3,0,0,0,0,1,0
53,27,12.08,2,6.1,3,294,1,0,1,1,1
33,7,4.5,4,0.2,1,141,0,1,0,0,0
43,17,4.08,3,2.2,2,103,0,0,0,1,1
58,32,4.25,1,2.8,2,0,0,0,0,1,0
63,38,0.67,4,0.6,2,0,0,0,0,1,0
31,6,5.17,1,1.0,1,0,0,1,0,1,0
36,6,2.08,1,0.67,3,0,0,0,0,1,0
30,0,5.25,2,1.75,3,0,0,0,0,1,0
59,34,2.0,2,0.2,3,86,0,0,0,1,0
28,2,0.92,1,0.1,2,0,0,0,0,1,1
59,34,1.92,1,0.1,1,0,0,0,0,0,1
47,22,2.75,1,1.4,3,0,0,0,0,1,0
47,21,6.92,1,3.8,1,97,1,0,0,0,0
56,30,3.25,3,1.4,1,131,0,0,0,0,1
41,17,11.5,3,6.9,2,0,1,0,0,1,0
25,1,9.42,3,2.5,1,0,0,0,0,0,1
30,5,10.42,4,0.5,3,0,1,0,1,1,0
50,24,16.25,1,1.7,1,0,0,0,0,0,0
34,9,8.75,3,1.2,3,0,0,1,0,0,0
44,18,6.25,2,3.5,1,0,1,0,0,1,0
36,9,3.33,2,1.0,2,0,0,0,0,1,0
39,14,5.08,3,0.5,3,137,0,0,0,1,0
54,24,6.25,2,4.5,3,0,0,0,0,0,0
33,8,10.17,1,0.0,1,0,0,0,0,1,1
39,14,6.25,3,3.0,1,0,0,0,0,0,1
41,15,4.92,4,0.2,3,0,0,0,0,0,0
40,13,2.0,3,1.0,2,0,0,0,0,1,0
29,3,14.58,3,3.3,3,329,1,0,0,1,0
51,27,3.25,2,0.8,1,182,0,0,0,0,1
54,30,12.08,2,6.8,1,0,0,1,0,0,0
47,22,2.0,4,0.4,2,142,0,0,0,1,0
53,28,1.67,3,0.1,2,0,0,0,0,0,0
30,5,7.08,1,2.6,2,0,0,0,0,1,0
28,3,5.42,3,2.6,3,0,0,1,0,0,0
60,35,15.92,4,5.6,3,0,1,0,0,0,0
51,26,0.92,2,0.0,1,0,0,1,0,0,0
63,37,3.33,2,1.0,3,167,0,0,0,0,0
38,13,4.5,3,0.7,2,196,0,0,0,0,0
59,35,7.92,1,3.8,1,0,0,0,0,1,1
53,29,7.83,4,1.0,2,0,0,0,0,1,0
31,5,6.58,4,2.2,2,0,0,0,0,0,0
41,17,4.0,3,0.3,3,0,0,0,0,1,1
25,1,5.83,4,2.6,1,0,0,1,0,1,0
27,3,3.33,3,0.1,2,111,0,0,0,1,0
50,24,3.67,4,1.8,1,0,0,0,0,1,1
50,25,3.58,1,1.4,3,137,0,0,0,1,0
43,18,2.42,1,0.3,3,0,0,0,0,1,0
50,24,15.67,3,1.3,1,184,1,0,0,0,1
46,20,9.5,1,0.0,1,0,0,0,0,1,1
30,6,4.33,3,0.7,2,0,0,0,0,1,0
42,16,1.08,1,0.2,1,0,0,0,0,1,0
42,17,7.92,3,0.5,3,0,0,0,0,0,0
29,3,7.0,1,2.9,3,0,0,0,0,1,0
38,14,4.08,1,1.8,1,0,0,0,0,0,0
51,25,15.08,1,1.7,1,0,0,0,0,1,1
35,10,15.17,1,0.3,2,229,1,0,1,1,1
37,13,5.83,2,2.7,1,0,0,0,0,0,0
47,21,6.58,3,1.1,1,185,0,0,0,1,1
55,29,5.08,4,2.8,2,0,0,0,0,1,1
65,41,10.08,2,2.1,1,0,0,0,0,1,0
58,33,2.83,3,0.2,1,83,0,0,0,1,0
54,28,15.25,1,1.0,1,442,0,0,0,0,0
52,28,4.25,1,1.6,3,0,0,1,0,0,1
28,2,5.83,3,0.3,3,0,0,0,0,0,1
32,8,3.25,1,1.7,1,0,0,0,0,1,1
51,24,7.0,3,2.0,2,0,0,0,0,0,0
43,18,10.17,1,7.0,1,0,0,0,0,1,1
42,18,12.08,1,1.7,1,132,0,0,0,1,1
42,17,8.17,2,0.4,1,0,0,0,0,1,1
41,16,6.58,1,1.0,3,233,0,0,0,1,0
34,8,3.17,2,2.0,3,0,0,0,0,1,1
30,6,4.08,3,0.7,2,196,0,0,0,0,1
32,7,3.17,1,1.0,1,0,0,0,0,1,0
46,20,7.58,4,2.6,3,0,0,0,0,0,0
38,12,2.42,4,0.2,1,0,0,0,0,0,1
37,13,14.33,2,6.5,1,0,0,0,0,0,0
32,8,8.67,2,3.7,1,0,1,0,0,0,1
35,9,4.83,1,2.5,1,0,0,0,0,1,1
30,5,14.25,2,1.9,2,0,1,0,0,0,0
30,4,6.08,3,3.3,1,0,1,0,1,1,1
58,32,15.92,1,2.9,1,0,0,0,0,0,0
57,27,7.5,2,4.5,3,0,0,0,0,1,0
34,9,4.58,3,2.3,1,0,0,1,1,1,1
31,4,2.33,1,2.0,2,0,0,0,0,0,0
39,14,3.5,1,2.5,3,0,0,0,0,1,0
57,33,0.75,1,0.1,2,91,0,1,0,1,0
47,21,5.42,1,1.5,2,0,0,1,0,1,0
51,26,11.17,4,4.5,3,0,1,1,1,1,0
30,6,6.92,4,3.4,1,0,0,1,0,1,0
55,28,3.17,3,1.0,2,0,0,0,0,1,0
32,6,1.08,4,0.3,1,0,0,0,0,1,1
32,7,11.92,3,2.9,3,0,1,0,0,1,0
44,20,6.25,4,1.9,1,0,0,0,0,0,0
33,7,10.0,1,3.2,3,0,1,0,0,1,0
49,24,7.58,1,2.8,2,0,0,0,0,0,0
32,6,8.25,2,1.5,3,0,0,0,0,0,1
31,7,5.92,1,0.1,1,78,0,1,0,0,0
37,13,9.25,1,0.8,2,0,0,0,0,0,0
41,15,9.0,1,5.2,1,0,0,0,0,0,0
56,32,13.17,1,7.4,1,0,0,0,0,0,0
55,31,6.75,3,2.67,1,0,0,0,0,1,0
49,23,1.0,2,0.1,3,0,0,1,1,1,0
63,37,1.75,2,0.4,1,0,0,0,0,1,0
55,30,4.58,4,0.9,1,215,0,0,0,1,1
59,35,3.5,1,1.8,3,0,0,0,0,1,0
41,16,6.75,2,0.4,1,0,0,0,0,0,1
49,25,1.08,4,0.2,1,87,0,0,0,0,0
48,23,11.0,1,0.6,1,157,0,0,0,0,0
41,16,8.25,1,1.0,3,0,0,0,0,1,0
50,26,1.92,4,0.2,1,0,0,0,0,0,1
28,1,3.33,1,2.0,2,0,0,1,0,1,0
36,11,15.08,3,1.4,1,0,1,0,0,0,0
38,14,9.33,2,2.2,1,394,0,0,0,0,0
34,9,11.5,2,7.8,1,227,0,0,0,1,0
41,17,7.83,3,3.8,2,327,1,1,1,1,0
43,19,9.42,1,1.7,1,0,0,0,0,0,0
30,5,9.33,4,5.0,2,0,1,0,0,0,1
37,12,15.83,2,3.0,1,475,0,0,0,1,0
62,37,3.17,1,1.1,3,0,0,0,0,1,0
40,16,2.67,1,1.4,3,158,0,0,0,1,0
35,10,8.67,3,0.6,2,0,0,0,0,0,1
64,40,3.58,1,1.9,2,0,0,0,0,1,0
49,24,3.75,3,1.7,2,0,0,1,0,1,0
24,1,2.92,2,1.7,2,0,0,0,0,0,0
36,10,3.5,4,1.2,2,0,0,0,0,1,1
29,4,4.83,1,0.8,2,0,0,0,0,1,1
29,3,8.58,4,3.4,1,0,1,0,0,1,0
28,3,5.92,1,3.3,2,149,1,1,1,1,0
33,7,1.17,1,0.4,2,98,0,0,0,1,0
36,11,8.17,3,1.2,3,0,0,1,0,0,1
42,17,7.5,1,0.1,2,0,0,0,0,0,1
25,0,5.42,4,0.2,1,0,0,1,0,0,0
28,2,1.58,4,0.4,1,0,0,0,0,1,1
50,25,2.92,3,1.7,2,0,0,0,0,1,1
34,9,5.92,4,1.3,1,0,0,0,0,1,0
43,19,2.58,3,0.5,1,0,0,0,0,0,0
62,38,3.58,4,1.2,2,0,0,0,0,1,0
61,36,2.0,1,1.5,2,87,0,1,0,0,0
45,19,4.83,2,0.4,3,0,0,1,0,0,1
42,17,9.58,2,0.4,1,0,0,0,0,1,0
39,15,14.0,2,8.0,1,152,0,1,0,0,0
29,5,10.67,1,1.5,1,0,0,0,0,1,1
45,20,11.5,1,7.0,1,0,0,0,0,0,1
58,32,6.75,3,1.7,2,0,0,0,0,1,1
29,3,3.42,4,1.3,3,0,0,0,0,1,0
32,7,10.25,2,2.9,2,0,1,0,0,1,0
37,13,5.92,2,2.7,1,94,0,0,0,1,0
48,23,0.67,1,0.4,3,0,0,0,0,0,1
40,14,3.5,2,0.7,1,101,0,0,0,1,0
29,4,5.17,2,2.5,1,184,0,0,0,1,0
36,12,1.83,4,1.0,1,91,0,1,0,1,0
35,8,3.17,4,1.0,2,0,0,0,0,1,0
35,11,2.0,4,0.4,2,0,0,0,0,0,0
62,37,4.17,3,2.4,1,0,0,0,0,1,0
26,1,15.83,4,1.3,2,197,1,0,0,1,0
32,7,7.83,2,3.1,1,0,0,0,0,1,0
63,37,13.75,4,5.1,3,0,1,0,0,0,0
38,12,3.58,4,1.2,2,0,0,0,0,0,1
50,26,4.0,1,1.6,2,0,0,0,0,0,1
46,21,4.33,3,2.7,2,228,0,0,0,0,1
50,24,7.0,4,4.9,1,0,0,0,0,1,0
61,36,10.92,1,0.9,1,0,0,0,0,1,0
34,8,3.67,4,0.2,1,0,0,0,0,0,0
27,2,6.5,4,0.2,1,87,0,0,0,0,0
61,36,1.25,4,0.4,2,0,0,0,0,0,0
45,20,3.17,4,1.9,3,144,0,0,0,1,1
50,25,7.0,1,1.3,3,0,0,1,0,1,0
44,20,10.17,1,0.3,1,0,0,0,0,1,0
62,36,8.17,2,2.8,1,0,0,0,0,0,0
45,18,6.67,3,2.67,2,0,0,0,0,0,0
41,17,13.75,2,8.0,1,0,0,0,0,1,0
30,5,10.08,2,3.3,1,0,0,0,0,0,1
61,37,1.67,3,0.4,2,94,0,0,0,0,0
45,19,0.92,1,0.2,1,91,0,0,0,0,0
59,35,3.75,1,1.8,3,0,0,0,0,1,0
30,6,9.83,2,2.8,2,0,1,0,0,0,0
60,36,1.17,2,0.3,1,109,0,0,0,1,1
39,13,2.5,3,0.2,2,0,0,0,0,0,0
56,30,3.75,1,0.2,1,98,0,0,0,0,0
56,32,6.67,3,2.67,1,0,0,0,0,1,0
27,1,2.08,4,0.3,2,0,0,0,0,1,1
66,41,12.0,1,2.5,1,0,0,1,1,1,1
43,19,7.0,4,0.2,3,297,0,0,0,1,0
53,29,1.83,2,0.4,1,0,0,0,0,1,0
44,18,2.75,3,1.5,1,0,0,0,0,1,1
54,28,5.0,4,2.6,3,0,0,0,0,0,0
31,6,6.75,4,2.2,2,116,0,0,0,1,0
38,13,14.08,1,6.8,3,0,1,0,1,1,1
28,2,5.25,2,1.6,3,0,0,0,0,1,0
51,26,1.0,2,0.7,3,109,0,0,0,1,1
52,27,1.25,4,0.8,1,101,0,0,0,0,0
64,38,3.25,1,0.5,3,0,0,1,1,1,1
29,4,3.67,4,2.0,2,0,0,0,0,1,0
34,10,9.17,1,4.0,1,0,0,0,0,1,0
33,8,10.83,3,6.3,2,99,1,0,0,0,1
46,21,3.42,1,1.4,3,128,0,0,0,1,0
48,22,4.92,1,1.4,3,241,0,0,0,1,0
52,28,3.25,2,0.8,1,0,0,0,0,1,0
44,19,2.92,4,0.0,2,0,0,0,0,1,0
51,27,6.67,1,2.6,2,0,0,0,0,1,1
47,20,6.75,1,2.67,2,0,0,0,0,1,0
39,13,2.58,2,0.8,3,0,0,0,0,0,0
42,17,7.75,4,1.9,3,0,0,0,0,0,0
57,33,3.75,4,1.5,1,204,0,0,0,1,0
36,12,3.33,2,0.6,3,0,0,0,0,1,1
27,1,6.67,2,1.6,3,185,0,0,0,1,1
31,7,1.67,1,0.4,3,0,0,0,0,1,0
63,37,3.42,1,0.5,3,0,0,0,0,0,1
34,8,2.58,1,0.3,1,104,0,0,0,1,1
52,27,2.92,4,0.2,2,0,0,0,0,1,0
57,31,3.33,3,1.4,3,137,0,0,0,1,1
63,39,7.0,1,1.8,3,0,0,0,0,0,0
26,1,4.42,2,1.6,3,0,0,0,0,1,0
35,5,7.08,4,4.0,3,0,0,0,0,1,0
58,33,11.5,2,3.9,1,0,0,0,0,1,0
32,2,5.92,2,1.75,3,108,0,0,0,0,0
64,39,9.42,1,0.8,3,0,0,0,0,0,1
50,23,1.92,2,1.0,2,0,0,1,0,0,0
34,9,5.17,3,2.3,1,0,0,0,0,0,0
36,11,1.17,4,0.2,3,100,0,0,0,1,1
43,18,5.0,2,2.2,3,0,0,0,0,0,1
28,4,7.83,3,0.8,1,236,0,0,0,1,0
64,39,6.92,3,1.8,2,0,0,0,0,1,0
60,35,10.83,3,6.3,3,437,1,0,1,1,1
62,37,5.08,4,1.7,1,0,0,0,0,0,0
27,2,7.67,2,3.1,1,178,0,0,0,1,0
42,16,1.67,2,0.8,3,117,0,0,0,1,1
45,20,16.17,2,8.8,1,428,0,0,0,0,0
36,10,6.17,1,2.5,1,0,0,0,0,0,1
48,22,7.0,2,0.4,3,145,0,0,0,0,0
65,40,8.17,3,1.8,2,333,0,0,0,0,0
39,15,4.33,3,2.33,1,0,0,0,0,1,0
51,26,4.58,1,1.3,2,236,0,0,0,0,1
30,6,5.33,4,3.4,1,117,0,0,0,0,0
65,40,10.67,1,2.5,1,162,0,0,0,1,0
38,13,9.42,4,1.7,2,0,1,0,0,0,1
29,3,4.17,3,1.1,2,0,0,0,0,0,1
42,18,4.5,4,2.2,2,0,0,0,0,0,0
63,38,10.75,1,0.9,1,366,0,0,0,1,0
46,21,6.83,4,0.4,1,0,0,0,0,0,0
62,38,8.33,4,1.7,2,0,0,0,0,1,0
58,34,3.67,4,2.2,1,0,0,1,0,0,0
56,30,13.67,4,0.5,2,234,1,0,1,1,1
56,31,6.75,2,3.7,1,121,0,0,0,1,1
34,10,5.92,1,0.1,1,257,0,0,0,1,1
42,17,2.33,1,0.5,3,90,0,0,0,0,0
30,6,6.67,3,1.5,1,219,0,0,0,1,0
61,35,7.5,4,1.9,2,0,0,0,0,1,0
38,14,6.17,1,3.6,2,0,0,0,0,1,1
50,25,1.17,2,0.7,3,0,0,1,0,1,0
61,36,1.92,2,0.5,2,103,0,0,0,1,0
41,17,12.75,1,1.7,1,337,0,0,0,0,1
42,16,3.17,3,0.9,3,0,0,0,0,0,0
29,5,9.33,2,2.0,2,382,0,1,0,0,0
51,26,12.08,1,8.1,1,397,0,0,0,0,1
32,6,2.33,2,0.3,2,88,0,0,0,1,0
34,9,2.58,4,1.1,3,0,0,0,0,1,1
26,2,16.25,1,6.33,1,0,0,0,0,1,1
54,24,4.17,3,2.0,3,0,0,0,0,1,1
38,14,5.92,4,2.0,3,0,0,0,0,0,0
62,36,1.75,3,0.3,3,0,0,0,0,0,0
37,11,2.92,2,0.8,3,125,0,0,0,0,0
46,21,3.5,1,2.4,1,0,0,0,0,1,1
52,27,6.5,4,3.6,3,141,0,0,0,1,0
32,6,6.08,4,2.2,2,0,0,0,0,0,0
49,25,4.42,2,1.0,3,181,0,0,0,0,0
28,3,4.25,2,1.6,3,123,0,0,0,0,0
55,30,3.33,2,2.3,3,0,0,0,0,1,0
52,26,14.83,1,1.0,1,0,0,0,0,0,0
32,6,2.92,2,0.3,1,0,0,0,0,0,1
31,7,16.0,1,0.0,2,0,1,0,0,1,0
27,3,10.25,1,5.4,1,0,0,0,0,0,0
32,5,4.0,2,1.67,2,0,0,1,1,1,1
52,26,3.75,3,0.6,2,0,0,0,0,0,0
52,28,1.25,1,0.2,1,0,0,0,0,1,0
50,24,6.58,1,0.3,1,120,0,0,0,1,0
32,5,5.25,4,2.0,2,0,0,1,0,1,0
61,35,2.5,2,0.2,3,0,0,0,0,1,0
60,36,12.08,4,6.9,1,380,1,0,0,0,1
28,4,2.67,3,1.0,2,0,0,0,0,0,0
34,9,5.33,2,0.1,1,224,0,0,0,1,1
31,7,7.0,1,0.1,1,0,0,0,0,1,0
31,5,1.75,1,0.4,2,0,0,0,0,1,0
62,38,8.25,4,1.7,2,0,0,0,0,1,0
47,22,2.92,2,1.3,1,0,0,0,0,1,0
50,24,15.0,1,1.7,1,0,0,0,0,1,1
36,12,3.5,1,1.33,1,0,0,0,0,1,0
26,0,14.92,4,2.1,2,0,1,0,0,0,0
51,27,3.5,4,0.1,3,0,0,0,0,0,0
52,25,15.0,2,9.0,2,297,1,0,0,1,0
35,11,6.83,4,3.4,1,0,0,0,0,0,0
42,16,4.58,2,0.7,1,149,0,0,0,0,0
36,12,6.58,2,2.2,1,0,0,0,0,1,0
41,17,4.0,2,0.6,3,215,0,0,0,0,1
49,25,7.75,1,2.7,1,0,0,1,0,1,0
57,32,1.92,2,0.2,3,0,0,0,0,0,0
44,20,4.17,3,2.33,1,200,0,0,0,0,0
60,34,7.08,2,2.0,1,0,0,0,0,1,0
38,14,2.92,1,1.5,2,97,0,0,0,1,0
26,2,14.25,3,6.0,2,0,1,0,0,1,0
29,2,2.42,4,1.5,2,0,0,0,0,0,1
59,35,7.0,1,1.8,3,0,0,0,0,1,1
51,27,1.67,4,0.5,2,0,0,0,0,1,0
50,25,1.17,1,0.4,3,0,0,0,0,1,1
35,10,14.92,1,8.6,1,357,0,0,0,0,0
61,37,4.0,1,0.8,1,158,0,0,0,1,0
42,16,6.17,1,2.8,1,0,0,0,0,1,0
55,29,4.42,1,1.4,1,0,0,0,0,0,0
50,25,6.92,1,2.8,2,0,0,0,0,1,1
64,40,14.25,2,2.1,1,433,0,0,0,0,0
54,28,7.08,4,4.9,1,0,0,0,0,1,0
50,26,3.17,4,0.9,2,0,0,0,0,1,0
31,5,7.08,3,1.6,1,157,0,0,0,1,1
32,8,6.58,1,0.1,1,0,0,0,0,0,0
44,19,5.75,4,0.4,1,0,0,0,0,0,0
60,35,3.58,3,0.9,3,0,0,0,0,1,1
60,34,2.75,2,0.3,1,101,0,0,0,1,0
62,38,3.5,3,0.1,3,149,0,0,0,0,1
46,21,3.33,4,1.9,3,122,0,0,0,1,0
57,33,3.58,1,1.8,3,0,0,0,0,0,0
30,5,1.67,4,0.5,3,117,0,0,0,0,0
58,32,5.42,3,2.5,1,222,0,0,0,1,0
39,13,11.58,3,3.4,1,483,1,0,0,1,0
60,35,11.25,3,0.3,3,0,1,0,0,1,0
59,34,7.0,3,1.6,3,0,0,0,0,1,0
50,26,14.92,1,2.9,3,0,1,0,0,0,1
63,39,3.75,4,1.3,2,86,0,0,0,0,0
27,3,9.08,2,2.5,1,0,0,0,0,1,0
54,29,2.83,4,0.1,3,0,0,0,0,1,0
62,37,13.5,1,1.3,1,0,0,0,0,1,0
60,34,8.75,2,1.4,1,0,0,0,0,1,0
38,12,1.83,3,0.2,2,0,0,0,0,1,0
34,8,6.83,2,1.8,1,178,0,0,0,1,1
65,41,8.75,4,1.7,2,230,0,1,0,1,0
55,31,5.17,1,1.8,3,0,0,0,0,1,0
57,31,6.83,2,2.0,1,83,0,0,0,0,1
27,3,6.0,4,0.0,1,0,0,0,0,1,0
35,10,3.17,4,1.7,1,0,0,0,0,1,1
52,28,2.08,4,1.0,1,0,0,0,0,0,0
45,15,1.67,1,0.75,3,0,0,0,0,1,0
29,3,6.67,4,1.8,2,0,0,0,0,1,1
44,18,7.0,3,1.1,1,0,0,0,0,0,0
47,23,2.75,1,1.0,1,0,0,0,0,1,1
62,37,4.58,3,0.9,3,0,0,0,0,1,0
52,27,2.75,2,0.7,2,0,0,0,0,0,1
47,23,15.83,4,0.3,3,305,1,0,0,0,0
42,18,3.58,1,0.3,3,158,0,0,0,0,0
65,41,3.75,3,0.1,3,0,0,0,0,1,0
42,18,11.75,1,3.5,1,0,0,0,0,0,0
40,16,5.75,4,2.4,1,0,0,0,0,1,0
32,8,6.5,4,0.1,2,0,0,0,0,1,0
40,15,7.0,1,3.7,3,0,0,0,0,1,0
55,29,14.33,1,5.2,2,0,1,0,0,0,0
32,6,4.25,4,0.2,1,154,0,1,0,0,1
58,28,6.25,1,1.4,3,0,0,0,0,1,0
46,22,15.25,1,3.1,2,0,1,0,1,1,1
53,23,1.67,4,0.4,3,0,0,0,0,1,1
63,39,8.42,2,3.9,3,294,1,0,0,1,0
40,14,10.75,1,5.9,3,0,1,0,0,1,0
41,17,5.25,2,3.2,1,0,0,0,0,0,0
60,35,3.67,4,2.1,1,0,0,0,0,0,0
65,39,15.33,1,5.4,3,176,1,0,1,1,1
59,33,8.33,2,2.0,1,127,0,0,0,0,0
48,24,1.0,3,0.4,1,0,0,0,0,0,0
59,33,5.67,2,2.3,3,128,0,1,0,1,0
33,8,4.0,1,1.0,1,212,0,0,0,1,0
40,15,6.83,2,0.4,1,0,0,0,0,0,0
42,18,4.33,2,2.5,1,0,0,0,0,0,0
65,41,12.83,2,4.6,2,0,1,1,1,1,1
30,4,3.25,1,1.5,1,0,0,0,0,0,1
30,4,3.33,1,0.3,1,0,0,0,1,1,1
42,17,4.5,4,1.9,3,164,0,0,0,0,0
32,8,2.67,2,1.0,2,103,0,0,1,1,1
55,30,5.33,2,2.3,3,0,0,0,0,0,0
29,3,7.67,2,1.3,1,287,0,0,0,1,0
64,38,3.33,1,2.5,3,94,0,0,0,1,1
37,11,5.0,3,0.5,3,0,0,0,0,1,0
31,5,7.08,2,1.3,1,119,0,0,0,1,1
25,1,1.75,4,0.4,1,90,0,0,0,1,0
31,5,2.92,1,0.6,3,171,0,0,0,0,0
32,7,4.33,2,0.1,1,0,0,0,0,1,0
58,34,10.67,1,7.4,1,0,0,0,0,0,0
26,2,16.25,1,6.33,1,0,0,0,0,0,0
51,25,5.67,2,1.5,2,117,0,0,0,0,1
65,41,4.58,2,1.1,1,0,0,0,0,0,0
43,17,4.58,1,0.2,1,0,0,0,0,1,0
46,21,6.67,4,0.4,1,0,0,0,0,1,1
28,3,10.25,1,0.8,1,146,0,0,0,0,0
63,37,7.5,4,1.9,2,106,0,1,0,1,0
59,29,5.08,1,1.4,3,0,0,0,0,0,0
42,15,3.42,3,2.5,2,0,0,0,0,1,0
58,33,3.58,2,1.6,3,0,0,0,0,1,0
39,13,5.92,3,0.1,1,162,0,1,0,1,0
36,12,2.08,4,1.0,1,0,0,0,0,1,0
60,33,12.83,1,3.0,2,0,1,1,1,1,0
47,21,11.75,1,2.4,1,0,0,0,0,0,0
29,4,1.83,2,0.9,3,110,0,0,0,0,0
52,28,12.08,2,6.8,1,0,0,0,0,1,0
41,16,4.08,3,0.5,3,0,0,0,0,1,0
63,37,9.08,1,2.0,1,0,0,0,0,1,0
59,34,6.67,3,0.5,1,0,0,0,0,1,1
44,20,6.83,4,1.4,2,201,0,0,0,1,1
54,28,4.33,4,2.5,1,0,0,0,0,1,0
29,5,7.08,3,2.5,1,0,0,0,0,1,1
51,25,12.33,1,1.0,1,0,0,0,0,0,0
63,39,13.33,2,2.1,1,0,0,0,0,0,1
36,11,3.25,4,1.7,1,0,0,0,0,1,0
42,16,2.08,2,0.8,3,0,0,0,0,0,1
51,25,2.75,1,1.4,3,0,0,0,0,1,1
47,20,3.17,3,2.5,2,0,0,0,0,0,0
40,16,7.08,4,0.2,3,0,0,0,0,1,1
54,28,4.0,1,0.2,1,0,0,0,0,1,0
47,21,1.25,4,0.6,3,77,0,0,0,1,0
35,10,7.83,1,0.0,1,174,0,0,0,1,0
28,4,10.0,2,0.6,1,0,0,0,0,1,0
45,19,5.0,1,0.7,3,159,0,0,0,1,0
33,9,12.08,2,4.33,1,277,0,0,0,0,1
62,36,2.42,2,0.7,3,0,0,0,0,0,0
45,18,6.5,3,2.67,2,0,0,0,0,1,0
59,35,4.92,4,1.2,2,0,0,0,0,1,0
58,28,6.67,2,4.5,3,0,0,0,0,0,1
52,26,15.0,1,1.0,1,0,0,0,0,1,1
34,8,0.67,3,0.1,2,83,0,0,0,1,0
65,35,1.92,1,1.5,3,0,0,0,0,1,0
48,23,6.58,2,3.8,3,0,0,0,0,1,0
44,19,6.5,2,3.8,3,268,0,0,0,0,0
61,37,5.33,1,0.0,2,0,0,0,0,0,1
40,14,5.33,4,0.2,3,0,0,0,0,1,1
65,39,13.33,4,3.8,1,237,1,0,0,1,0
28,4,3.58,1,1.0,3,102,0,0,0,0,0
67,42,2.67,1,1.1,3,0,0,0,0,0,1
35,9,14.92,2,0.0,1,76,0,1,0,1,0
60,35,0.67,1,0.1,1,0,0,0,0,1,0
58,32,5.25,1,1.6,1,0,0,1,0,1,0
55,30,3.33,2,2.3,3,0,0,1,0,1,0
34,9,8.25,4,2.2,2,155,0,0,0,1,0
35,9,11.75,2,4.5,2,0,1,0,0,0,0
28,4,13.25,1,1.5,1,0,0,0,0,1,1
38,12,3.25,2,0.3,1,174,0,0,0,1,0
62,38,8.25,4,1.7,2,0,0,0,0,0,0
30,4,1.5,4,0.3,2,0,0,0,0,1,1
38,12,3.17,2,0.3,1,0,0,0,0,1,1
